t1,t2
0.1951360971161816,0.51437406810296
0.662260732577538,0.0800346040901921
0.14070678846220896,0.502853821667857
0.2843736521704737,0.153202069971913
0.46568243323439656,0.109638682239455
0.2618635196353846,0.507756236758248
0.08067864485729771,0.789210957921028
0.6367808073281062,0.152165421435255
0.25658600033669576,0.421254681476637
0.6722995732287192,0.107895610291631
0.16659573150981805,0.564413448061775
0.05049237601345947,0.449425063853938
0.2622073884143966,0.446114788321411
0.3842832589303457,0.208714079917311
0.09053590789329474,0.463530959808261
0.51986285188916,0.413547851141
0.1801782558726724,0.606461222589776
0.12866317630153226,0.481164495534202
0.52726823746923,0.277182682788905
0.21969022784811573,0.609704553771863
0.40067657731209844,0.284725714246212
0.6350985215106236,0.00156772282483425
0.05574104697548118,0.452617266466866
0.048523349281772085,0.715290618213058
0.9363489810106779,0.0278872769438179
0.2710661620879457,0.126560417180616
0.0661439844002085,0.5267981544041
0.5720811253873742,0.0810891718320986
0.6088939553969197,0.058293620027086
0.3678592946970094,0.236208503345617
0.5855491030963512,0.166479140441179
0.005526123742765539,0.278203240916559
0.2478006785347711,0.558018170307697
0.0689855538951758,0.736417523618922
0.376038584415028,0.114979539117639
0.17483948656678067,0.484791201659921
0.3472691920254923,0.296661293009985
0.5646323172136348,0.00275217983130266
0.07846689386132073,0.569997345732038
0.14204833245899143,0.475245183936683
0.11277333845649948,0.37981187940623
0.18926232037147941,0.605942028792801
0.5358759167329035,0.0369383638923564
0.5320191275143705,0.126830538782615
0.21713251536876105,0.295481916919408
0.7279105249514954,0.0117117625922763
0.5494522750471312,0.0882055959728769
0.23738451553978993,0.325295850529156
0.2599771556752304,0.326705575273325
0.6815841134410996,0.000489409297407761
0.7523681803394697,0.134131126574907
0.2657798736829375,0.3969462379338
0.16716411289472075,0.463160869203371
0.6256608870071094,0.027895320779122
0.10583654709105147,0.577876099493724
0.48040783161393774,0.405634373105456
0.24112058080691667,0.238387020255228
0.04386045140275116,0.503632360906093
0.16361993065517452,0.532031519566459
0.4832363861644287,0.329582483156065
0.33601313202151684,0.306726426954923
0.13573893289909822,0.432953658397063
0.2276296003796621,0.492313529813518
0.4931617526671818,0.000763390522277446
0.13115170877958968,0.363386389522503
0.29823775381307316,0.508841788936808
0.47847800730468915,0.303760671482046
0.5835514643526187,0.130618785526437
0.09631669662391952,0.620906457409839
0.14144213607738151,0.37790085822832
0.466512883535429,0.269035780810532
0.5614653982102592,0.102123934146915
0.0022836492593519635,0.641779945380387
0.5253661558136249,0.183409139302671
0.04855577354133726,0.596756328917714
0.6858483781478388,0.135925490382442
0.1673215803874578,0.375475007037931
0.6881251851247612,0.077373008120602
0.4575999280826096,0.128979229639912
0.09873049289543863,0.540081285360832
0.6468902563725765,0.150979526776905
0.14420988984027472,0.289914729553164
0.6227223056904397,0.145360124920284
0.6644845154945511,0.097393291042022
0.2651889363657729,0.310928971106114
0.01810738842507077,0.747065693185034
0.593745827251869,0.0203326898871258
0.6967774583471739,0.0133868187641703
0.8250833378142017,0.0251668871367618
0.09505768721613278,0.781837640970701
0.4482501261556266,0.291181711091486
0.1610525588437079,0.471214143008256
0.17282089472751438,0.148137882769103
0.2710900837121834,0.473210032330916
0.22523450795070277,0.492265595966799
0.22772744061961156,0.508576257705976
0.0811574183980747,0.556432507721704
0.7685963509755688,0.0827457288428381
0.0002455631026289747,0.60467951387264
0.4229264850872982,0.223053127391344
0.30742411877830056,0.342265428239055
0.0649073650177743,0.700549963569954
0.5789968175559995,0.128457016118953
0.1434347588227667,0.576872614653403
0.4969396743099724,0.0878757074878598
0.12468748567724044,0.516592807792198
0.4364979360473916,0.228836422583004
0.07968965524376107,0.667957182728683
0.28812197991764876,0.268143429125485
0.26769432493917555,0.31876068619662
0.4278874761096641,0.290704865943059
0.5851547585865297,0.228380542411279
0.7004864373345441,0.080253766426664
0.16304197042702456,0.496406919420849
0.4721312012076349,0.281171357441361
0.13532917330547262,0.362726215512272
0.1570305557389982,0.521986788280266
0.2982186599141927,0.43342785896569
0.2696007809344721,0.372086570005123
0.5931127534080644,0.0991839403586648
0.22187719773798406,0.408887963084404
0.3318532839044764,0.460119099507006
0.15014556253200195,0.530667221783942
0.21773801177310195,0.430042035697179
0.29827859669236856,0.339900443200304
0.27742658343114285,0.4266656021035
0.059524821134132586,0.379126955294434
0.09991506209272476,0.372138835335165
0.565162879857104,0.186373685430771
0.011389673140093155,0.57621309571468
0.6493128329043888,0.349408588463402
0.6775044733552628,0.0359497206209734
0.05357225291507227,0.370860001458364
0.4799647979097959,0.206223671335064
0.4132233047833363,0.139269183879214
0.08383720327661866,0.691724064010614
0.5831967493739858,0.0254583138043614
0.5073507338642391,0.227286021696152
0.4387380679747802,0.077246356933675
0.4132015718965505,0.114760235371411
0.32660869153449845,0.318913052834174
0.08337520014378637,0.70661998963824
0.5009801332993576,0.207310565191725
0.20021852351536493,0.541105332439229
0.29550405963330106,0.382919641431901
0.4930465921725315,0.100462715847493
0.3752682129154534,0.432266488697499
0.5363811397357463,0.0939489054170663
0.19465656350863142,0.377292737660819
0.007408739560582535,0.72243620557709
