t1,t2
0.16093064658054837,0.315812810933879
0.4095533290490648,0.134838513910064
0.25193491131007634,0.0696480500329687
0.0885047221566353,0.666145796041797
0.7619298025564137,0.147449225845801
0.8428470259838434,0.149012728599375
0.0035235790264758014,0.274083652077581
0.5310456520931472,0.446628699178134
0.5230776750480385,0.300737724554141
0.1596232307159503,0.0111783407251507
0.03788734710457995,0.636657034151982
0.11819029830932372,0.852513095795353
0.12805634983825256,0.150545097889886
0.03560698371957632,0.0417791198544731
0.40351505735895543,0.507220272927609
0.24210416743245103,0.00525536913611406
0.02005790232729266,0.0317388548655683
0.6586485243739212,0.137400184258641
0.08772554127823726,0.0838574410297109
0.47683006681334006,0.445335825935823
0.39991272902359165,0.386634864698556
0.12376058060355233,0.231653086739951
0.5864741769540931,0.267748060225889
0.3920026892747165,0.388534871332626
0.28978596694147996,0.0168540735411711
0.19882635391001605,0.573784469627564
0.10276702385149973,0.785754724865811
0.21021024694676954,0.762621216852137
0.011407920132630847,0.16239689343364
0.7538081505651255,0.0256744012072764
0.15646918602961699,0.700845411379255
0.5899307293061539,0.378556274838427
0.6150150035488383,0.344877240301926
0.42378545934313794,0.32244868068123
0.042185683254057305,0.152563143471083
0.23198807539652067,0.751804994305123
0.0910727006190235,0.0121858921711631
0.059109753946048005,0.0221825906191247
0.015963286670424816,0.665263624277084
0.3338368099807861,0.438560144054544
0.3097847858882668,0.582666638906608
0.06339368640896695,0.0199549117171998
0.5556394216372899,0.428431868731145
0.07087585734353533,0.904776808149098
0.09913961739337704,0.0862009849693211
0.385043786639925,0.51891662284957
0.47613308854802827,0.434888899525219
0.07818249856527308,0.890378667947219
0.07251315253346113,0.682697717659165
0.48840634108503117,0.313151518067493
0.004992216252967309,0.00565694307126256
0.03663418682094769,0.0126028445915393
0.002056262016095759,0.174459589976708
0.47978233633130324,0.334223911361367
0.931793141733441,0.00143232574137481
0.004998484843447875,0.0724973210366625
0.3390491104796465,0.63649390144177
0.525917194175338,0.240435963462499
0.23974148498251227,0.6684789955233
0.7567562386312462,0.14114233595534
0.35875240139589554,0.629827294446452
0.049461024235416554,0.00799306106994704
0.18847095564808483,0.114165561150167
0.08071780760048211,0.0852565454944271
0.0225917210834772,0.0512509711560083
0.46259504184775185,0.287152140190687
0.6562175659613109,0.289170934028038
0.5005870007476795,0.457313670869441
0.046984143478508184,0.0916648926317941
0.3940030648758295,0.0140280839642459
0.09145682804134629,0.0284379543945235
0.10288261513840927,0.552027927913829
0.6106123225947598,0.194844519146035
0.2903324806636939,0.0332557452420627
0.03783213945549748,0.133847220544553
0.2540313949272288,0.0898292178566652
0.5532634668215075,0.407088387041342
0.006426128321287683,0.984100254066793
0.11905814538456305,0.164199897612052
0.6697238398384756,0.259891224879627
0.16749487262604215,0.813780214009363
0.0330929954378243,0.0280709552919988
0.11609064588067279,0.106489751254618
0.6602867891082485,0.221089564315363
0.4767661158972124,0.279961636104198
0.1820521679148567,0.654639472387004
0.01052765658200824,0.0686402157953693
0.6965020501703061,0.0467664120328808
0.37157997340324933,0.623877528774583
0.01382183647704464,0.088049875597027
0.203644568788826,0.743418784785171
0.032187556994985,0.0805148468432268
0.3081135685417524,0.503289153029783
0.1774313967745322,0.661313285172976
0.18348551088580523,0.127447782464826
0.01826589297584545,0.00431836021486572
0.3062165605670199,0.261245853700606
0.16609196247576447,0.778489657699141
0.6303820206286518,0.326243487728703
0.6612251681824167,0.299951856277958
0.18624236050557105,0.0488823670798885
0.15258423278438873,0.809895609531393
0.10502284778169471,0.580541485002405
0.27445209852317154,0.703542022786013
0.3502331168803465,0.00621037171690245
0.19468528779734606,0.733717788380267
0.08773621403290377,0.00533779579736225
0.7509719083941296,0.190749674706184
