word_id,delay,symbol
0,0.704250190610346,r1
0,0.16241166868915136,g
0,0.46123579436810386,g
0,2.2305165821075423,r3
0,0.3667126191486805,g
0,0.8414104522423557,g
0,0.6821531106134054,g
0,0.5228222207257928,r3
0,0.15847472228357318,g
0,0.5302591802484565,g
1,0.7055238876152606,g
1,0.801366572155393,g
1,1.1697144378691464,r3
1,1.688519906381409,r2
1,0.03735569413770068,g
1,0.3010775507148696,g
1,0.6649843055786631,r1
1,0.08529554687767149,g
1,0.36262104869581774,r1
1,0.24466439424618963,g
2,0.39994894224013344,r1
2,0.5793848215452889,g
2,0.753376058291245,r3
2,0.15085312146165217,r2
2,0.8270402273073345,g
2,0.2629643486503097,g
2,0.5767470401959264,g
2,1.0612005955110546,r3
2,1.2429144770476797,r2
2,0.5767532583030419,g
3,0.05606068831283941,g
3,0.6580718711427814,g
3,0.7630507977483514,g
3,0.643686964571739,g
3,0.8601829467393356,r1
3,0.0581003233309878,g
3,0.35272762258746415,r2
3,0.2842764663630255,g
3,0.6631895891175815,r2
3,0.5399939313829835,g
4,0.15762014309060446,g
4,0.5107829150066983,r1
4,0.39540370217598086,g
4,0.5518213487645608,r1
4,0.24768425029304864,g
4,1.1581361297196953,r2
4,0.13938902016824106,g
4,0.20819411604598445,r3
4,0.7897636152051077,r2
4,0.05510998980825976,g
5,0.19028632352362876,g
5,0.7678981904441307,g
5,0.2331525800920202,g
5,0.7087859753457594,g
5,0.3167560996087968,g
5,2.487939885407193,r3
5,0.3273321503157063,g
5,0.22477482515523634,r3
5,0.9899355618667023,r2
5,0.5574344297974747,g
6,0.49120838021155555,r2
6,0.06468548589779846,r1
6,0.3533807095732079,g
6,1.420457333587545,r3
6,0.08638904148130888,g
6,0.9698498489815374,r3
6,0.5184573193628432,r1
6,0.19164801663080955,g
6,0.23202087290669138,r2
6,0.9476400521543608,g
7,0.47176490606544497,r1
7,0.2650072227251977,g
7,0.04787549390783885,g
7,0.9017576331392193,r3
7,0.8873229846555619,r1
7,0.07090532622293677,g
7,0.18519867155993994,r3
7,0.5703742234538345,g
7,1.5217119833487844,r3
7,0.19042738568904438,g
8,0.12171138025241621,r2
8,0.46101395534925316,g
8,1.1007513435536986,r3
8,0.25143838990989775,g
8,0.13047664987255192,r2
8,0.1749109574485992,g
8,0.3259815542300485,g
8,0.8715610637210246,g
8,0.22716533014715565,g
8,0.7789223618710963,g
9,1.8826930211002268,r3
9,0.711683358532303,g
9,0.6292899237050212,r2
9,0.00783004878051663,g
9,0.6054734560531606,g
9,0.8367391404806545,g
9,1.0027910690367168,r2
9,0.22564875706145937,g
9,0.5196330832772382,g
9,0.6065733967190436,g
10,0.7496166236343748,r3
10,0.4685404755805465,r1
10,0.34637714847787954,g
10,1.280253919913262,r2
10,0.39499890936111576,r1
10,0.30119510329032567,g
10,0.8371561613484522,g
10,1.6342864385130949,r3
10,0.2694110420790323,r2
10,0.9406460257326805,g
11,0.25443619716285526,g
11,0.6765575168601624,r2
11,0.037847812413829285,g
11,0.343794430731731,r2
11,0.745234299672691,g
11,0.5164150514064233,g
11,0.23258942661916082,r3
11,0.4181681612456519,g
11,1.5373686186958768,r3
11,0.13842514676945972,g
12,0.8251372887109982,g
12,0.39998701495987005,r3
12,0.23193569393428584,r2
12,0.10233527343940026,r1
12,0.14835789768639102,g
12,2.329567614942322,r3
12,0.0836930333661976,g
12,0.07608955271562844,r3
12,0.5227970958646116,r2
12,0.969603203362828,g
13,0.09759899603912625,r3
13,0.05538466941132905,g
13,1.5507350012523335,r3
13,0.1788992381496708,r2
13,0.8471434298512439,g
13,0.15607242307297162,r1
13,0.6065810317767019,g
13,0.7514843890674805,g
13,0.3063487863821237,r2
13,0.7772279860598059,g
14,0.37042637501629566,r1
14,0.22994903203974032,g
14,1.9349454859839126,r3
14,0.766731716920086,g
14,0.36786801143729997,r2
14,0.9824377635967446,g
14,0.22526672298864514,g
14,2.115120379418369,r3
14,0.45369414251990686,r1
14,0.4298640406543936,g
15,0.8512639575162736,r2
15,0.2760912170325486,g
15,2.621542125199783,r3
15,0.19401909457475108,g
15,0.5040516146104934,r3
15,0.5706370992129448,g
15,1.801151526045967,r3
15,0.5800099980932203,g
15,0.45837135736819834,r2
15,0.6160509183790154,g
16,0.7774003404269155,r3
16,0.47036893722919426,g
16,0.5056935073508806,r2
16,0.6381861804298885,g
16,0.9856018456862274,r2
16,0.8472374511095393,g
16,0.5386105372433833,g
16,0.6864116760708845,r3
16,0.5799135846300181,r2
16,0.9640884346631957,g
17,1.5270578282031257,r3
17,0.9138778176513153,r2
17,0.19008019219327388,g
17,0.28392515109125144,r3
17,0.39093139003346794,g
17,2.0281452906824002,r3
17,0.44570654596697634,r1
17,0.4211092018188821,g
17,0.8223458890804418,g
17,0.8264809505522417,g
18,0.453032788345735,g
18,0.2942265590674672,r3
18,0.8355049443096572,r2
18,0.8195932946017661,g
18,0.9853986402050874,r2
18,0.12150602186262516,g
18,0.5792973459159648,r3
18,0.6130334448267928,g
18,0.4964667184691786,g
18,0.11765195750455143,g
19,0.4867579538369775,g
19,0.5695170475059422,r2
19,0.28980236080965194,g
19,0.4769597859941951,r2
19,0.9557612805014616,g
19,2.0724327720040474,r3
19,0.13496874850029927,g
19,0.8733189940200408,r2
19,0.2340578424125277,g
19,0.19657160114605965,g
